Fecha,BMV: AMX L,BMV: CEMEX CPO,BMV: FEMSA UBD,BMV: GAP B,BMV: GRUMA B,BMV:AUTLAN B,BMV:GFNORTE O,BMV:GISSA A,BMV:HERDEZ *,BMV:VITRO A,Z: CETES,BMV: NAFTRAC
12/13/2013,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02667507,0.0792
12/20/2013,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02667507,0.0792
12/27/2013,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02667507,0.0792
1/3/2014,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02667507,0.0792
1/10/2014,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02647412,0.0792
1/17/2014,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02647412,0.0792
1/24/2014,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02607224,0.0792
1/31/2014,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02737844,0.0792
2/7/2014,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02798138,0.0792
2/14/2014,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02717747,0.0792
2/21/2014,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02637365,0.0792
2/28/2014,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02707698,0.0792
3/7/2014,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02677555,0.0792
3/14/2014,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02657459,0.0792
3/21/2014,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02797821,0.0792
3/28/2014,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.0288859,0.0792
4/4/2014,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02928468,0.0792
4/11/2014,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02717747,0.0792
4/18/2014,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02747892,0.0792
4/25/2014,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02747892,0.0792
5/2/2014,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02747892,0.0792
5/9/2014,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02798138,0.0792
